Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
13473,96,3.0,79.58149352717886,47.4555801099418,10.0,11,22.0,1997,0.041116354,B,B,53,14892,4,1162.0852713178294,1,4,B
651,53,1.0,40.1085382401539,21.9847458828172,8.0,12,24.0,2020,0.049637257,B,B,34,7759,0,229.0,1,3,B
459,115,2.0,49.22590275044492,28.227374643681745,5.0,7,14.0,1973,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
1741,27,1.0,38.56053711490645,18.79017342154096,9.0,3,12.0,2006,0.041116354,B,B,53,14892,4,1162.0852713178294,1,4,B
16271,23,2.0,64.5918253299254,36.52332724261017,1.0,5,17.0,1977,0.005767451,B,B,1,388,0,1162.0852713178294,0,0,B
15150,27,2.0,61.81463314864892,58.88343993254789,10.0,4,15.0,2016,0.017647053,B,B,2,469,0,1162.0852713178294,0,0,B
371,27,3.0,77.80249889983737,48.38158984337357,9.0,4,17.0,2011,0.07542368,B,B,11,3097,0,1162.0852713178294,0,0,B
16492,88,1.0,42.865265145509575,36.52332724261017,0.0,18,0.0,1977,0.127375905,B,B,43,8429,3,1162.0852713178294,3,9,B
13525,46,1.0,32.537038311989264,11.070513256260249,5.0,3,9.0,1970,0.0,B,B,47,11319,0,1145.0,3,5,B
10486,6,1.0,42.5163353717777,36.52332724261017,7.0,13,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
16350,22,1.0,39.788944251902215,23.106439319360167,7.0,13,14.0,1978,0.118537385,B,B,30,6207,1,1183.0,1,0,B
2428,27,1.0,31.472669536272694,18.18801523365757,7.0,3,4.0,1969,0.01405792,B,B,1,290,0,1162.0852713178294,0,0,B
16750,74,2.0,51.15740339100298,48.62978589972374,0.0,5,3.0,2017,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
9151,20,3.0,73.09816144493715,70.52869184922359,7.0,8,8.0,1961,0.019508796,B,B,37,7687,11,176.0,5,5,B
13155,41,2.0,48.4407146464437,32.13878070944986,6.0,4,9.0,1979,0.394094211,B,B,3,662,0,35.0,0,0,B
11903,80,1.0,34.9197230700468,20.70327758695679,6.0,5,9.0,1976,0.0,B,B,39,8647,0,810.0,0,5,B
16744,61,2.0,58.82480403733484,29.81780640169757,9.0,6,22.0,2012,0.300322518,B,B,52,10311,6,1162.0852713178294,1,9,B
14252,142,3.0,60.73491220876869,47.14989471541135,5.0,9,9.0,1968,0.051942062,B,B,17,4017,7,800.0,2,0,B
10698,51,1.0,34.89685240057984,23.500953112692088,6.0,6,9.0,1972,0.015016892,B,B,17,3079,59,2890.0,0,8,B
3586,96,1.0,36.397855790376646,15.688535604693543,9.0,5,17.0,2003,0.041116354,B,B,53,14892,4,1162.0852713178294,1,4,B
6828,27,1.0,56.5897592860322,36.52332724261017,0.0,7,0.0,1977,0.07542368,B,B,11,3097,0,1162.0852713178294,0,0,B
8721,21,3.0,82.57646498437289,58.246814879784345,7.0,5,5.0,1958,0.194489265,B,B,47,8004,3,125.0,3,5,B
4334,23,1.0,31.27948592983815,36.52332724261017,1.0,12,1.0,1977,0.034656082,B,B,0,168,0,1162.0852713178294,0,0,B
4380,167,2.0,47.50735671561062,32.36457830896723,5.0,4,9.0,1963,0.050272014,B,B,21,4231,14,1020.0,0,3,B
13101,23,1.0,47.27296844237241,36.52332724261017,1.0,3,17.0,1977,0.014072961,B,B,2,475,0,1162.0852713178294,0,0,B
10311,156,2.0,53.30918578594442,30.30256208074772,8.0,17,17.0,2002,0.007658515,B,B,35,7077,56,2301.0,3,19,B
1457,94,2.0,57.97217487994431,33.424595067232595,9.0,9,17.0,1983,0.282797669,B,B,33,8667,2,1162.0852713178294,0,6,B
7264,27,3.0,47.6455506446457,36.52332724261017,0.0,26,25.0,1977,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
11188,1,2.0,85.00056774819689,36.52332724261017,1.0,4,17.0,1977,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
3740,3,2.0,72.74595595639953,44.65713945684272,12.0,8,15.0,2013,0.050900058,B,B,43,10621,1,30.0,2,3,B
923,28,2.0,52.996130316337215,31.356390225503542,8.0,13,12.0,1970,0.118537385,B,B,30,6207,1,1183.0,1,0,B
14750,21,3.0,63.13385592665502,42.47025030554871,7.0,6,9.0,1974,0.194489265,B,B,47,8004,3,125.0,3,5,B
7673,9,2.0,58.08572088505226,36.658556129317326,10.0,9,22.0,1995,0.161531741,B,B,25,5648,1,30.0,2,4,B
8696,62,2.0,103.86554188361816,36.52332724261017,1.0,10,1.0,2014,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
15096,30,1.0,132.67051292780675,122.57893175773675,3.0,10,39.0,2010,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
831,28,1.0,39.3870435301609,20.989227145175285,8.0,3,17.0,1998,0.000995363,B,B,42,7651,1,1162.0852713178294,1,5,B
9409,8,1.0,33.77103192610992,21.58666277754625,6.0,6,9.0,1971,0.458174486,B,A,26,4439,1,1130.0,1,5,B
9911,115,1.0,39.592075945759184,23.64859343504583,9.0,11,12.0,1971,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
13945,1,3.0,74.9742546317069,36.52332724261017,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
14789,29,1.0,33.24379854878667,21.541543297186188,5.0,3,9.0,1965,0.069660344,B,B,31,6119,4,1162.0852713178294,1,2,B
5110,143,3.0,77.64720580895037,43.018488808117816,10.0,6,22.0,1990,0.049863387,B,B,18,3746,9,75.0,3,1,B
1276,23,2.0,54.49141735103138,51.64096815339104,1.0,5,3.0,2020,0.005767451,B,B,1,388,0,1162.0852713178294,0,0,B
7302,62,3.0,62.36385024517085,38.467325257358006,8.0,10,9.0,1975,0.002211665,B,B,39,7614,3,1162.0852713178294,1,5,A
10696,129,2.0,59.03979088207815,35.38224226472132,8.0,7,8.0,1961,0.020741326,B,B,24,5613,5,1340.0,2,5,B
11716,44,1.0,38.68680813074875,21.37648572190394,7.0,4,14.0,2005,0.232205084,B,B,24,4860,1,80.0,0,3,B
6113,17,1.0,37.91469999836486,20.534669989357653,8.0,17,24.0,1988,0.0,B,B,18,3374,5,620.0,1,2,B
13063,3,2.0,55.505711064734456,34.59533024050578,8.0,9,12.0,1985,0.050900058,B,B,43,10621,1,30.0,2,3,B
10610,185,1.0,38.21588171449643,20.535361647965274,7.0,8,17.0,2003,0.025609157,B,B,33,5261,0,240.0,3,1,B
10890,11,2.0,57.16785372355168,34.85828654030224,8.0,8,14.0,2006,0.0001696759999999,B,B,36,5992,0,1162.0852713178294,1,1,B
7510,44,2.0,54.39922301983204,32.995435802809595,8.0,18,16.0,1985,0.122190486,B,B,25,4724,2,1308.0,1,3,B
14691,13,3.0,74.35745648870353,46.16676743604632,10.0,6,10.0,1999,0.090799103,B,B,74,19083,2,1162.0852713178294,5,15,B
3211,61,1.0,41.29781347594799,22.985637010686503,7.0,15,17.0,2011,0.300322518,B,B,52,10311,6,1162.0852713178294,1,9,B
2227,101,1.0,32.192068209970934,23.395410751352628,5.0,5,5.0,1966,0.225824954,A,B,41,6558,7,1548.0,3,2,B
7261,52,3.0,77.70068972803716,36.52332724261017,1.0,13,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
860,47,2.0,55.70165982072006,34.585574475690024,9.0,10,17.0,2002,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
8275,1,1.0,44.80608996300601,36.52332724261017,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
10691,23,3.0,104.15151303459466,36.52332724261017,1.0,19,25.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
7231,21,1.0,41.99692388230889,25.503178262736693,8.0,8,12.0,1978,0.194489265,B,B,47,8004,3,125.0,3,5,B
6179,30,1.0,30.27737175270005,36.52332724261017,1.0,6,4.0,2018,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
13852,62,1.0,48.16982935700519,25.32539908060597,14.0,7,12.0,2014,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
3535,8,2.0,46.3381131114506,31.108219615275072,5.0,5,5.0,1966,0.458174486,B,A,26,4439,1,1130.0,1,5,B
2077,27,1.0,54.4737523885719,21.133650179679226,13.0,13,18.0,2015,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
9457,88,1.0,35.53218603160393,22.380693711000266,6.0,5,9.0,1977,0.127375905,B,B,43,8429,3,1162.0852713178294,3,9,B
8069,23,1.0,44.904578645553904,36.52332724261017,1.0,20,25.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
14157,1,2.0,65.22599906915603,36.52332724261017,0.0,15,17.0,1977,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
2860,58,2.0,62.76499291354574,33.6541330807924,11.0,7,10.0,2003,0.31019913,B,B,11,2748,1,1162.0852713178294,0,0,B
13529,53,1.0,38.122015363593725,41.73649617440017,10.0,15,17.0,2015,0.049637257,B,B,34,7759,0,229.0,1,3,B
7428,1,2.0,65.10301619339259,36.52332724261017,1.0,11,24.0,1977,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
9654,14,1.0,40.309552003105175,39.65936287909926,10.0,1,3.0,2018,0.23861713,B,B,26,3889,6,705.0,3,6,B
9977,27,3.0,81.62027632808538,1.4018287229981836,0.0,16,22.0,1977,0.211401214,B,B,9,1892,0,1162.0852713178294,0,1,B
15554,125,1.0,36.86914550527779,22.701880152165103,10.0,6,12.0,1970,0.040242764,B,B,25,3478,11,2729.0,3,1,B
7100,45,1.0,41.60848174033347,43.8696430074314,1.0,19,19.0,2015,0.195781053,B,B,23,5212,6,1162.0852713178294,3,2,B
6187,45,3.0,79.79820856763294,36.52332724261017,0.0,17,0.0,1977,0.195781053,B,B,23,5212,6,1162.0852713178294,3,2,B
10689,30,2.0,60.63064069467036,36.52332724261017,1.0,8,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
9155,204,3.0,88.55933680292391,62.854221057812,8.0,8,7.0,1918,0.037316452,B,B,32,6748,93,562.0,4,10,B
13691,27,1.0,38.990808662488135,36.85458567665953,1.0,4,15.0,2014,0.011654127,B,B,4,915,0,1162.0852713178294,0,0,B
13910,84,1.0,32.40047349248031,20.35659031504704,5.0,10,9.0,1970,0.149666373,B,B,22,4789,2,4087.0,4,1,B
3894,27,1.0,43.77329515137608,21.482297879806424,9.0,8,17.0,2012,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
6284,37,2.0,52.20821244052614,34.33935596488866,8.0,17,17.0,1998,0.178916796,B,B,18,3594,4,192.0,1,5,B
2774,13,2.0,51.96431632975421,34.094809150129976,8.0,15,14.0,1977,0.090799103,B,B,74,19083,2,1162.0852713178294,5,15,B
14853,1,2.0,64.28005771551999,36.52332724261017,1.0,18,20.0,1977,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
1137,59,1.0,40.44674275711029,18.90466077231221,7.0,13,14.0,2012,0.309479124,B,B,35,7715,4,990.0,0,6,B
4030,23,4.0,103.52265330048937,36.52332724261017,1.0,9,25.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
8260,67,4.0,63.40925306210194,48.612351485769366,5.0,7,9.0,1974,0.0077202819999999,B,B,38,4788,2,1162.0852713178294,0,4,B
6766,31,2.0,40.39086137539096,26.30698635575797,6.0,15,14.0,1974,0.151346216,B,A,32,5889,10,830.0,4,1,B
7407,57,1.0,40.01913833013058,24.806652576146604,10.0,19,22.0,2002,0.090799103,B,B,74,19083,2,1162.0852713178294,5,15,B
6675,0,2.0,48.47182230922556,33.79465544997723,9.0,12,12.0,1965,0.319809354,B,B,25,4756,16,2857.0,5,8,B
304,96,2.0,61.94830652716743,35.60400158485598,10.0,14,17.0,1995,0.041116354,B,B,53,14892,4,1162.0852713178294,1,4,B
217,80,2.0,59.439562966402455,33.991547282041424,10.0,11,17.0,1989,0.0,B,B,39,8647,0,810.0,0,5,B
8249,58,1.0,39.7683400120084,22.41394259970384,8.0,10,10.0,2005,0.31019913,B,B,11,2748,1,1162.0852713178294,0,0,B
7394,148,3.0,79.67085654838417,48.503318502740136,6.0,18,33.0,2015,0.313924552,B,B,22,4625,11,3855.0,2,10,B
12055,74,2.0,61.44071615862152,62.13607787416767,1.0,10,12.0,2017,0.309479124,B,B,35,7715,4,990.0,0,6,B
417,77,1.0,32.384126920287244,21.55543516962668,6.0,9,9.0,1976,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
9693,23,1.0,41.639364640789545,36.52332724261017,1.0,6,17.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
5165,58,2.0,62.445718433214594,32.875829609809124,12.0,6,9.0,1970,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B
1350,48,3.0,97.9307473968295,94.97939621861724,1.0,22,1.0,2017,0.041124634,B,B,46,9515,5,1162.0852713178294,1,10,B
6384,39,2.0,46.241789158604966,29.22425497429645,6.0,11,9.0,1969,0.428825818,B,B,25,5011,8,730.0,0,2,B
6719,2,2.0,41.30775393639727,24.8315192140556,6.0,6,9.0,1973,0.130617806,B,B,39,10418,9,900.0,1,9,B
3242,6,1.0,40.28678712067378,36.52332724261017,1.0,18,1.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
2260,105,1.0,37.91085152474015,22.81594345129993,6.0,9,9.0,1974,0.069660344,B,B,31,6119,4,1162.0852713178294,1,2,B
10449,53,1.0,32.58996477009076,17.25893793240056,5.0,4,9.0,1970,0.049637257,B,B,34,7759,0,229.0,1,3,B
14462,6,2.0,61.61064227259608,36.52332724261017,1.0,11,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
8487,155,2.0,47.39950263963206,30.76173231671193,6.0,2,9.0,1970,0.042307271,B,B,17,2810,9,4849.0,3,6,B
16256,24,3.0,101.4833956274398,52.47978048734839,13.0,6,7.0,2006,0.111627393,B,B,50,12238,8,1970.0,2,3,B
4642,148,1.0,36.77118745504711,19.947289420358807,7.0,2,12.0,1974,0.313924552,B,B,22,4625,11,3855.0,2,10,B
4510,1,1.0,43.15376113882693,21.017595539577567,9.0,10,17.0,2014,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
16024,103,1.0,40.672515430635,21.02590516939354,8.0,9,17.0,1999,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
16198,41,2.0,45.618615869648856,33.12720980052853,8.0,10,12.0,1968,0.175054867,B,B,36,10055,3,1162.0852713178294,1,0,B
9869,25,3.0,76.65524327999681,42.94073122236497,10.0,13,11.0,1998,0.069753361,B,B,53,13670,4,1162.0852713178294,1,11,B
9346,125,2.0,47.56702321471278,28.069943392111355,5.0,7,5.0,1964,0.040242764,B,B,25,3478,11,2729.0,3,1,B
8320,53,1.0,41.90819316359831,28.98595516263344,8.0,20,24.0,2019,0.049637257,B,B,34,7759,0,229.0,1,3,B
312,1,1.0,34.56256530415638,22.74662917284521,6.0,2,5.0,1975,0.036270089,B,B,6,1318,1,200.0,1,1,B
3331,9,3.0,75.47051211870514,45.019039566790966,10.0,10,17.0,1995,0.069753361,B,B,53,13670,4,1162.0852713178294,1,11,B
6929,12,3.0,81.85000518150925,45.896615288923634,10.0,8,14.0,1996,0.090799103,B,B,74,19083,2,1162.0852713178294,5,15,B
9066,59,3.0,75.3410686641437,75.09886659243979,10.0,8,17.0,1987,0.019508796,B,B,37,7687,11,176.0,5,5,B
16582,194,1.0,35.79361039852032,22.524008829332782,5.0,6,9.0,1964,0.174739084,B,B,17,3379,9,100.0,0,3,B
8884,47,2.0,44.82819747726303,31.974486374710864,5.0,4,5.0,1968,0.298204575,B,B,16,4048,3,1162.0852713178294,1,3,B
1477,156,2.0,67.83044498237433,35.364431750765455,13.0,10,17.0,2008,0.007658515,B,B,35,7077,56,2301.0,3,19,B
13712,75,2.0,43.7775387801816,27.119771373230787,5.0,3,5.0,1961,0.122090347,B,B,29,6566,7,1894.0,4,0,B
12953,170,3.0,82.43411452510243,53.30585522413501,8.0,14,14.0,1975,0.21843974,B,B,21,4472,6,1450.0,4,7,A
7852,21,2.0,39.77284511460617,24.88553056812051,7.0,6,9.0,1962,0.034331497,B,B,25,5487,3,1162.0852713178294,0,4,B
15775,42,1.0,49.28672213987258,19.2429699524877,10.0,13,24.0,2013,0.158249043,B,B,21,5731,0,1162.0852713178294,1,0,B
11680,129,1.0,35.24725088055907,18.87553262085369,6.0,3,9.0,1971,0.020741326,B,B,24,5613,5,1340.0,2,5,B
14303,33,1.0,41.4385422224581,23.9424938812742,9.0,8,14.0,1971,0.050272014,B,B,21,4231,14,1020.0,0,3,B
10352,73,3.0,68.97055564689411,46.823889756138286,7.0,5,5.0,1928,0.042031587,B,B,37,6856,84,1940.0,2,5,B
10380,53,2.0,47.919918217055645,31.457344597737123,6.0,9,9.0,1972,0.313924552,B,B,22,4625,11,3855.0,2,10,B
14296,27,2.0,62.1420496427643,36.52332724261017,1.0,8,17.0,1977,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
16427,83,2.0,45.515496284427925,29.351647023550072,5.0,3,9.0,1976,0.0077202819999999,B,B,38,4788,2,1162.0852713178294,0,4,B
6183,21,2.0,46.56982036483815,31.64756690933532,5.0,3,5.0,1964,0.194489265,B,B,47,8004,3,125.0,3,5,B
9791,77,1.0,36.29479210501622,26.33276211559206,7.0,7,12.0,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
5006,61,1.0,40.17545016768281,20.86738041539608,9.0,14,16.0,1980,0.300322518,B,B,52,10311,6,1162.0852713178294,1,9,B
3438,79,1.0,59.510718943915215,27.13282537744945,12.0,19,25.0,2012,0.307466659,B,A,30,5048,9,325.0,2,5,B
15079,23,2.0,62.523478355446,36.52332724261017,1.0,15,17.0,1977,0.075778755,B,B,6,1437,3,1162.0852713178294,0,2,B
11366,6,2.0,62.63302347184765,43.15112225927083,10.0,17,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
15208,184,3.0,125.53817797753705,126.4730348064992,1.0,8,6.0,2014,0.246623602,B,B,14,2940,45,1162.0852713178294,3,6,B
14551,52,1.0,45.067034207357786,23.26893055584684,8.0,15,14.0,1990,0.371148999,B,B,34,7065,1,750.0,2,5,B
9089,80,2.0,48.666952841498926,30.99585260676777,6.0,10,9.0,1976,0.0077202819999999,B,B,38,4788,2,1162.0852713178294,0,4,B
14876,23,3.0,86.73689459981534,86.03533170443701,1.0,4,3.0,2014,0.034656082,B,B,0,168,0,1162.0852713178294,0,0,B
16784,34,2.0,53.34322005442467,33.39697850473532,8.0,1,14.0,1993,0.069753361,B,B,53,13670,4,1162.0852713178294,1,11,B
8207,23,2.0,51.832272528569206,36.52332724261017,1.0,3,6.0,1977,0.005767451,B,B,1,388,0,1162.0852713178294,0,0,B
15599,6,2.0,61.443165244106034,64.4780442374249,1.0,5,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
171,16,1.0,34.637802669754855,21.971458399285805,6.0,7,9.0,1980,0.037177818,B,B,52,11217,1,2300.0,1,7,B
14935,30,1.0,49.38730567178187,36.52332724261017,1.0,14,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
281,46,2.0,48.216438310547545,32.20618508022063,6.0,7,9.0,1971,0.0,B,B,47,11319,0,1145.0,3,5,B
11088,62,2.0,77.85024726892874,36.52332724261017,0.0,12,0.0,1977,0.072157581,B,B,2,629,1,1162.0852713178294,0,0,A
11089,6,1.0,40.9997034984312,36.52332724261017,0.0,18,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
13608,30,3.0,77.96273925121066,36.52332724261017,1.0,5,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
9178,8,1.0,43.83424787328347,20.470115793808343,8.0,8,12.0,1981,0.219006007,B,B,28,6746,3,1162.0852713178294,1,4,B
7424,47,1.0,32.025321273238475,19.0344068629952,4.0,9,9.0,1967,0.458174486,B,A,26,4439,1,1130.0,1,5,B
3258,1,2.0,61.36273478271861,36.52332724261017,1.0,4,22.0,1977,0.007122317,B,B,1,264,0,1162.0852713178294,0,1,B
1746,125,2.0,48.75604331165575,30.38489627731921,5.0,4,5.0,1966,0.194489265,B,B,47,8004,3,125.0,3,5,B
16545,25,2.0,62.331385264356506,36.52332724261017,0.0,14,25.0,1977,0.069753361,B,B,53,13670,4,1162.0852713178294,1,11,B
15708,47,1.0,39.47856243090988,24.46123324638335,6.0,4,9.0,1979,0.101872465,B,B,23,4583,3,1162.0852713178294,3,3,B
2729,75,2.0,45.847350604016775,25.093653584154467,6.0,13,14.0,1977,0.122090347,B,B,29,6566,7,1894.0,4,0,B
